0.158	0.157	0.02	1
0.158	0.157	0.04	1
0.158	0.157	0.06	1
0.158	0.157	0.08	1
0.158	0.157	0.1	1
0.158	0.157	0.12	1
0.158	0.157	0.14	1
0.158	0.157	0.16	1
0.158	0.157	0.18	1
0.158	0.157	0.2	1
0.158	0.157	0.22	1
0.158	0.157	0.24	1
0.158	0.157	0.26	1
0.158	0.157	0.28	1
0.158	0.157	0.3	1
0.158	0.157	0.32	1
0.158	0.157	0.34	1
0.158	0.157	0.36	1
0.158	0.157	0.38	1
0.158	0.157	0.4	1
0.158	0.157	0.42	1
0.158	0.157	0.44	1
0.158	0.157	0.46	1
0.158	0.157	0.48	1
0.158	0.157	0.5	1
0.158	0.157	0.52	1
0.158	0.157	0.54	1
0.158	0.157	0.56	2
0.158	0.157	0.58	2
0.158	0.157	0.6	2
0.158	0.157	0.62	2
0.158	0.157	0.64	3
0.158	0.157	0.66	3
0.158	0.157	0.68	3
0.158	0.157	0.7	3
0.158	0.157	0.72	3
0.158	0.157	0.74	3
0.158	0.157	0.76	3
0.158	0.157	0.78	3
0.158	0.157	0.8	3
0.158	0.157	0.82	3
0.158	0.157	0.84	3
0.158	0.157	0.86	3
0.158	0.157	0.88	3
0.158	0.157	0.9	3
0.158	0.157	0.92	3
0.158	0.157	0.94	3
0.158	0.157	0.960000000000001	3
0.158	0.157	0.98	3
0.158	0.584	0.02	1
0.158	0.584	0.04	1
0.158	0.584	0.06	1
0.158	0.584	0.08	1
0.158	0.584	0.1	1
0.158	0.584	0.12	1
0.158	0.584	0.14	1
0.158	0.584	0.16	1
0.158	0.584	0.18	1
0.158	0.584	0.2	1
0.158	0.584	0.22	1
0.158	0.584	0.24	1
0.158	0.584	0.26	1
0.158	0.584	0.28	1
0.158	0.584	0.3	1
0.158	0.584	0.32	1
0.158	0.584	0.34	1
0.158	0.584	0.36	1
0.158	0.584	0.38	1
0.158	0.584	0.4	1
0.158	0.584	0.42	1
0.158	0.584	0.44	1
0.158	0.584	0.46	1
0.158	0.584	0.48	1
0.158	0.584	0.5	1
0.158	0.584	0.52	1
0.158	0.584	0.54	1
0.158	0.584	0.56	2
0.158	0.584	0.58	2
0.158	0.584	0.6	2
0.158	0.584	0.62	2
0.158	0.584	0.64	3
0.158	0.584	0.66	3
0.158	0.584	0.68	3
0.158	0.584	0.7	3
0.158	0.584	0.72	3
0.158	0.584	0.74	3
0.158	0.584	0.76	3
0.158	0.584	0.78	3
0.158	0.584	0.8	3
0.158	0.584	0.82	3
0.158	0.584	0.84	3
0.158	0.584	0.86	3
0.158	0.584	0.88	3
0.158	0.584	0.9	3
0.158	0.584	0.92	3
0.158	0.584	0.94	3
0.158	0.584	0.960000000000001	3
0.158	0.584	0.98	3
0.613	0.161	0.02	1
0.613	0.161	0.04	1
0.613	0.161	0.06	1
0.613	0.161	0.08	1
0.613	0.161	0.1	1
0.613	0.161	0.12	1
0.613	0.161	0.14	1
0.613	0.161	0.16	1
0.613	0.161	0.18	1
0.613	0.161	0.2	1
0.613	0.161	0.22	1
0.613	0.161	0.24	1
0.613	0.161	0.26	1
0.613	0.161	0.28	1
0.613	0.161	0.3	1
0.613	0.161	0.32	1
0.613	0.161	0.34	1
0.613	0.161	0.36	1
0.613	0.161	0.38	1
0.613	0.161	0.4	1
0.613	0.161	0.42	1
0.613	0.161	0.44	1
0.613	0.161	0.46	1
0.613	0.161	0.48	1
0.613	0.161	0.5	1
0.613	0.161	0.52	1
0.613	0.161	0.54	1
0.613	0.161	0.56	2
0.613	0.161	0.58	2
0.613	0.161	0.6	2
0.613	0.161	0.62	2
0.613	0.161	0.64	3
0.613	0.161	0.66	3
0.613	0.161	0.68	3
0.613	0.161	0.7	3
0.613	0.161	0.72	3
0.613	0.161	0.74	3
0.613	0.161	0.76	3
0.613	0.161	0.78	3
0.613	0.161	0.8	3
0.613	0.161	0.82	3
0.613	0.161	0.84	3
0.613	0.161	0.86	3
0.613	0.161	0.88	3
0.613	0.161	0.9	3
0.613	0.161	0.92	3
0.613	0.161	0.94	3
0.613	0.161	0.960000000000001	3
0.613	0.161	0.98	3
0.613	0.584	0.02	1
0.613	0.584	0.04	1
0.613	0.584	0.06	1
0.613	0.584	0.08	1
0.613	0.584	0.1	1
0.613	0.584	0.12	1
0.613	0.584	0.14	1
0.613	0.584	0.16	1
0.613	0.584	0.18	1
0.613	0.584	0.2	1
0.613	0.584	0.22	1
0.613	0.584	0.24	1
0.613	0.584	0.26	1
0.613	0.584	0.28	1
0.613	0.584	0.3	1
0.613	0.584	0.32	1
0.613	0.584	0.34	1
0.613	0.584	0.36	1
0.613	0.584	0.38	1
0.613	0.584	0.4	1
0.613	0.584	0.42	1
0.613	0.584	0.44	1
0.613	0.584	0.46	1
0.613	0.584	0.48	1
0.613	0.584	0.5	1
0.613	0.584	0.52	1
0.613	0.584	0.54	1
0.613	0.584	0.56	2
0.613	0.584	0.58	2
0.613	0.584	0.6	2
0.613	0.584	0.62	2
0.613	0.584	0.64	3
0.613	0.584	0.66	3
0.613	0.584	0.68	3
0.613	0.584	0.7	3
0.613	0.584	0.72	3
0.613	0.584	0.74	3
0.613	0.584	0.76	3
0.613	0.584	0.78	3
0.613	0.584	0.8	3
0.613	0.584	0.82	3
0.613	0.584	0.84	3
0.613	0.584	0.86	3
0.613	0.584	0.88	3
0.613	0.584	0.9	3
0.613	0.584	0.92	3
0.613	0.584	0.94	3
0.613	0.584	0.960000000000001	3
0.613	0.584	0.98	3
1.067	0.151	0.02	1
1.067	0.151	0.04	1
1.067	0.151	0.06	1
1.067	0.151	0.08	1
1.067	0.151	0.1	1
1.067	0.151	0.12	1
1.067	0.151	0.14	1
1.067	0.151	0.16	1
1.067	0.151	0.18	1
1.067	0.151	0.2	1
1.067	0.151	0.22	1
1.067	0.151	0.24	1
1.067	0.151	0.26	1
1.067	0.151	0.28	1
1.067	0.151	0.3	1
1.067	0.151	0.32	1
1.067	0.151	0.34	1
1.067	0.151	0.36	1
1.067	0.151	0.38	1
1.067	0.151	0.4	1
1.067	0.151	0.42	1
1.067	0.151	0.44	1
1.067	0.151	0.46	1
1.067	0.151	0.48	1
1.067	0.151	0.5	1
1.067	0.151	0.52	1
1.067	0.151	0.54	1
1.067	0.151	0.56	2
1.067	0.151	0.58	2
1.067	0.151	0.6	2
1.067	0.151	0.62	2
1.067	0.151	0.64	3
1.067	0.151	0.66	3
1.067	0.151	0.68	3
1.067	0.151	0.7	3
1.067	0.151	0.72	3
1.067	0.151	0.74	3
1.067	0.151	0.76	3
1.067	0.151	0.78	3
1.067	0.151	0.8	3
1.067	0.151	0.82	3
1.067	0.151	0.84	3
1.067	0.151	0.86	3
1.067	0.151	0.88	3
1.067	0.151	0.9	3
1.067	0.151	0.92	3
1.067	0.151	0.94	3
1.067	0.151	0.960000000000001	3
1.067	0.151	0.98	3
1.067	0.584	0.02	1
1.067	0.584	0.04	1
1.067	0.584	0.06	1
1.067	0.584	0.08	1
1.067	0.584	0.1	1
1.067	0.584	0.12	1
1.067	0.584	0.14	1
1.067	0.584	0.16	1
1.067	0.584	0.18	1
1.067	0.584	0.2	1
1.067	0.584	0.22	1
1.067	0.584	0.24	1
1.067	0.584	0.26	1
1.067	0.584	0.28	1
1.067	0.584	0.3	1
1.067	0.584	0.32	1
1.067	0.584	0.34	1
1.067	0.584	0.36	1
1.067	0.584	0.38	1
1.067	0.584	0.4	1
1.067	0.584	0.42	1
1.067	0.584	0.44	1
1.067	0.584	0.46	1
1.067	0.584	0.48	1
1.067	0.584	0.5	1
1.067	0.584	0.52	1
1.067	0.584	0.54	1
1.067	0.584	0.56	2
1.067	0.584	0.58	2
1.067	0.584	0.6	2
1.067	0.584	0.62	2
1.067	0.584	0.64	3
1.067	0.584	0.66	3
1.067	0.584	0.68	3
1.067	0.584	0.7	3
1.067	0.584	0.72	3
1.067	0.584	0.74	3
1.067	0.584	0.76	3
1.067	0.584	0.78	3
1.067	0.584	0.8	3
1.067	0.584	0.82	3
1.067	0.584	0.84	3
1.067	0.584	0.86	3
1.067	0.584	0.88	3
1.067	0.584	0.9	3
1.067	0.584	0.92	3
1.067	0.584	0.94	3
1.067	0.584	0.960000000000001	3
1.067	0.584	0.98	3
1.53	0.151	0.02	1
1.53	0.151	0.04	1
1.53	0.151	0.06	1
1.53	0.151	0.08	1
1.53	0.151	0.1	1
1.53	0.151	0.12	1
1.53	0.151	0.14	1
1.53	0.151	0.16	1
1.53	0.151	0.18	1
1.53	0.151	0.2	1
1.53	0.151	0.22	1
1.53	0.151	0.24	1
1.53	0.151	0.26	1
1.53	0.151	0.28	1
1.53	0.151	0.3	1
1.53	0.151	0.32	1
1.53	0.151	0.34	1
1.53	0.151	0.36	1
1.53	0.151	0.38	1
1.53	0.151	0.4	1
1.53	0.151	0.42	1
1.53	0.151	0.44	1
1.53	0.151	0.46	1
1.53	0.151	0.48	1
1.53	0.151	0.5	1
1.53	0.151	0.52	1
1.53	0.151	0.54	1
1.53	0.151	0.56	2
1.53	0.151	0.58	2
1.53	0.151	0.6	2
1.53	0.151	0.62	2
1.53	0.151	0.64	3
1.53	0.151	0.66	3
1.53	0.151	0.68	3
1.53	0.151	0.7	3
1.53	0.151	0.72	3
1.53	0.151	0.74	3
1.53	0.151	0.76	3
1.53	0.151	0.78	3
1.53	0.151	0.8	3
1.53	0.151	0.82	3
1.53	0.151	0.84	3
1.53	0.151	0.86	3
1.53	0.151	0.88	3
1.53	0.151	0.9	3
1.53	0.151	0.92	3
1.53	0.151	0.94	3
1.53	0.151	0.960000000000001	3
1.53	0.151	0.98	3
1.53	0.584	0.02	1
1.53	0.584	0.04	1
1.53	0.584	0.06	1
1.53	0.584	0.08	1
1.53	0.584	0.1	1
1.53	0.584	0.12	1
1.53	0.584	0.14	1
1.53	0.584	0.16	1
1.53	0.584	0.18	1
1.53	0.584	0.2	1
1.53	0.584	0.22	1
1.53	0.584	0.24	1
1.53	0.584	0.26	1
1.53	0.584	0.28	1
1.53	0.584	0.3	1
1.53	0.584	0.32	1
1.53	0.584	0.34	1
1.53	0.584	0.36	1
1.53	0.584	0.38	1
1.53	0.584	0.4	1
1.53	0.584	0.42	1
1.53	0.584	0.44	1
1.53	0.584	0.46	1
1.53	0.584	0.48	1
1.53	0.584	0.5	1
1.53	0.584	0.52	1
1.53	0.584	0.54	1
1.53	0.584	0.56	2
1.53	0.584	0.58	2
1.53	0.584	0.6	2
1.53	0.584	0.62	2
1.53	0.584	0.64	3
1.53	0.584	0.66	3
1.53	0.584	0.68	3
1.53	0.584	0.7	3
1.53	0.584	0.72	3
1.53	0.584	0.74	3
1.53	0.584	0.76	3
1.53	0.584	0.78	3
1.53	0.584	0.8	3
1.53	0.584	0.82	3
1.53	0.584	0.84	3
1.53	0.584	0.86	3
1.53	0.584	0.88	3
1.53	0.584	0.9	3
1.53	0.584	0.92	3
1.53	0.584	0.94	3
1.53	0.584	0.96	3
1.53	0.584	0.98	3
